Kelas,teks_stemming
Diklat 3 in 1,"['diklat', 'buat', 'gerak', 'animasi', 'dimensi', 'angkat', 'iv', 'on', 'site', 'kampoong', 'monster', 'surakarta', 'sobat', 'kreatif', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'kampoong', 'monster', 'surakarta', 'provinsi', 'jawa',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'puluh', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'februari', 'maret', 'tempat', 'kampus', 'akademi', 'seni', 'desain', 'indonesia', 'asdi', 'kota', 'surakarta', 'jawa', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'animasi', 'dimensi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Agenda,"['kabar', 'gembira', 'sobat', 'ikm', 'indonesia', 'inkubator', 'bisnis', 'kreatif', 'cbi', 'hadir', 'kembang', 'bisnis', 'ikut', 'latih', 'cbi', 'bcic', 'cbi', 'wadah', 'kembang', 'usaha', 'inkubator', 'bisnis', 'sobat', 'ikm', 'bidang', 'kriya', 'fesyen', 'bagi', 'wawas', 'inspirasi', 'ide', 'ide', 'bisnis', 'arah', 'mentor', 'profesional', 'alam', 'lewat', 'sempat', 'daftar', 'bisnis', 'website', 'bcic', 'ikmnet', 'hubung', 'narahubung', 'tera', 'info', 'hubung', 'bcicofficial']"
Diklat 3 in 1,"['evaluasi', 'lapang', 'zona', 'integritas', 'wbkwbbm', 'lingkung', 'bdi', 'denpasar', 'kemenpan', 'rb', 'senin', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'sempat', 'kunjung', 'menteri', 'pendayagunaan', 'aparatur', 'negara', 'reformasi', 'birokrasi', 'rangka', 'evaluasi', 'lapang', 'zona', 'integritas', 'bdi', 'denpasar', 'wilayah', 'bebas', 'korupsi', 'wbkwilayah', 'birokrasi', 'bersih', 'layan', 'wbbm', 'sempat', 'kepala', 'bdi', 'denpasar', 'zya', 'labiba', 'kenal', 'sarana', 'prasarana', 'dukung', 'giat', 'diklat', 'bdi', 'denpasar', 'fasilitas', 'inkubasi', 'bisnis', 'tohpati', 'tim', 'kemenpanrb', 'ajak', 'capai', 'capai', 'raih', 'layan', 'layan', 'bdi', 'denpasar', 'masyarakat', 'bdi', 'denpasar', 'komitmen', 'cipta', 'wilayah', 'zona', 'integritas', 'bdi', 'denpasar']"
Kabar Insan Oke ,"['luk', 'media', 'kanvas', 'jadi', 'hias', 'dinding', 'variasi', 'media', 'lho', 'sob', 'media', 'kain', 'apparel', 'jaket', 'denim', 'topi', 'masker', 'media', 'fashion', 'tampil', 'keren', 'gaya', 'personal', 'eksklusif', 'gambar', 'lukis', 'hasil', 'karya', 'kamis', 'sd', 'jumat', 'oktober', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'bikin', 'makerspace', 'selenggara', 'workshop', 'luk', 'media', 'kain', 'apparel', 'ajar', 'luk', 'media', 'jaket', 'topi', 'masker', 'serta', 'ajar', 'fotografi', 'produk', 'teknik', 'marketing', 'sosial', 'media']"
Teaching Factory,"['webinar', 'digital', 'health', '', 'e', 'plore', 'business', 'idea', 'insight', 'in', 'digital', 'health', 'industry', 'bdi', 'denpasar', 'business', 'incubator',  'business', 'talk', 'tema', '', 'e', 'plore', 'business', 'idea', 'insight', 'in', 'digital', 'health', 'industry', '', 'hadir', 'narasumber', '', 'nova', 'ariyanto', 'jono', '', 'co', 'founder', 'ceo', 'psikologi', '', 'made', 'dwi', 'putra', 'wijaya', '', 'koordinator', 'bdi', 'denpasar', 'business', 'incubator', 'giat', 'narasumber', 'sharing', 'knowledge', 'inspirasi', 'proses', 'bisnis', '', 'bisnis', 'akhir', 'giat', 'serta', 'bicara', 'giat', 'workshop', 'laksana', 'tanggal', 'jumat', 'februari', '', 'wita', 'live', 'on', 'zoom', 'meeting', 'tunggu', 'ayo', 'gabung', 'daftar', 'link']"
Kabar Insan Oke ,"['selenggara', 'didik', 'latih', 'in', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'bidang', 'animasi', 'teknologi', 'informasi', 'digital', 'content', 'sosial', 'media', 'marketing', 'luput', 'kerjasama', 'mitra', 'industri', 'harap', 'temu', 'lancar', 'laksana', 'giat', 'diklat', 'in', 'tingkat', 'koordinasi', 'mitra', 'industri']"
Agenda,"['selamat', 'serta', 'pilih', 'tohpati', 'talent', 'camp', 'kelas', 'uiu', 'design', 'lolos', 'kecil', 'hati']"
Kabar Insan Oke ,"['keluarga', 'balai', 'diklat', 'industri', 'denpasar', 'selamat', 'ingat', 'isra', '', 'mi', '', 'raj', 'nabi', 'muhammad', 'saw', 'rajab', 'hijriah', 'moga', 'syafaat', 'nabi', 'muhammad', 'saw', 'serta', 'umat', 'mana', 'isramiraj', 'rajabh', 'haribesar', 'bdidenpasar']"
Kabar Insan Oke ,"['rangka', 'the', 'road', 'to', 'bal', 'startup', 'summit', 'selenggara', 'workshop', 'series', 'uiu', 'tanggal', 'november', 'wita', 'bdi', 'denpasar', 'passion', 'dunia', 'digital', 'daftar', 'gratis', 'batas', 'serta', 'langsung', 'daftar', 'link']"
Agenda,"['sobat', 'kreatif', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'pt', 'solusi', 'semesta', 'rekakreasi', 'provinsi', 'jawa', 'barat',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'puluh', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'februari', 'maret', 'tempat', 'kampus', 'politeknik', 'ssr', 'kab', 'bogor', 'jawa', 'barat', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'animasi', 'dimensi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
pengumuman,"['sobat', 'kreatif', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'nusaedu', 'digital', 'creative', 'school', 'cimahi', 'jawa', 'barat',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'puluh', 'delapan', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'maret', 'april', 'tempat', 'cimahi', 'technopark', 'jawa', 'barat', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'animasi', 'dimensi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Kabar Insan Oke ,"['selamat', 'buah', 'headphone', 'inbo', 'indonesia', 'jeremyfary', 'witanianna',  'buah', 'selfie', 'stick', 'ekaandriyanipt', 'rohmatramadhann', 'terimakasih', 'partisipasi', 'tunggu', 'info', 'giveaway', 'giveaway']"
pengumuman,"['sobat', 'kreatif', 'tunggu', 'buka', 'diklat', 'in', 'animasi', 'denpasar', 'makassar', 'simak', 'postingan']"
Kabar Insan Oke ,"['hasil', 'anak', 'lepas', 'dik', 'kasih', 'sayang', 'orang', 'tua', 'balik', 'anak', 'sukses', 'lelah', 'doa', 'siang', 'malam', 'inspirator', 'panutan', 'supporter', 'fanatik', 'hidup', 'anak', 'anak', 'selamat', 'perempuan', 'perempuan', 'hebat', 'moga', 'inspirasi', 'semangat']"
Kabar Insan Oke ,"['selamat', 'serta', 'pilih', 'tohpati', 'talent', 'camp', 'kelas', 'data', 'analytics', 'lolos', 'kecil', 'hati']"
pengumuman,"['sobat', 'sobat', 'passion', 'dunia', 'animasi', 'dimensi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
pengumuman,"['sobat', 'kreatif', 'kemarin', 'mimin', 'workshop', 'balai', 'diklat', 'industri', 'denpasar', 'mimin', 'kasih', 'info', 'workshop', '', 'sign', 'board', 'laser', 'cut', '', 'buka', 'workshop', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'november', 'tempat', 'bikin', 'makerspace', 'bdi', 'denpasar', 'workshop', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'digital',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'workshop', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Agenda,"['balai', 'diklat', 'industri', 'bdi', 'denpasar', 'spektrumedia', 'studio', 'makassar',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'puluh', 'sembilan', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'januari', 'februari', 'tempat', 'universitas', 'muslim', 'indonesia', 'umi', 'makassar', 'sulawesi', 'selatan', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'animasi', 'dimensi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Teaching Factory,"['dorong', 'bangun', 'zona', 'integritas', 'irjen', 'kemenperin', 'kunjung', 'bdi', 'denpasar', 'menteri', 'industri', 'komitmen', 'kuat', 'wujud', 'sistem', 'birokrasi', 'transparan', 'akuntabilitas', 'bebas', 'praktek', 'korupsi', 'kolusi', 'nepotisme', 'kkn', 'salah', 'langkah', 'wujud', 'upaya', 'dorong', 'bangun', 'zona', 'integritas', 'wilayah', 'bebas', 'korupsi', 'wbk', 'wilayah', 'birokrasi', 'bersih', 'layan', 'wbbm', 'satu', 'kerja', 'satker', 'kemenperin', 'jalan', 'rangkai', 'langkah', 'strategis', 'bangun', 'zona', 'integritas', 'wujud', 'ubah', 'good', 'and', 'clean', 'governance', 'kemenperin', 'usul', 'kemenpan', 'rb', 'satu', 'kerja', 'oleh', 'predikat', 'wbbm', 'satu', 'kerja', 'predikat', 'wbk', 'bdi', 'denpasar', '', 'sesuai', 'arah', 'menteri', 'industri', 'agus', 'gumiwang', 'kartasasmita', 'tekan', 'komitmen', 'baik', 'jajar', 'birokrasi', 'bersih', 'produktif', 'akuntabel', '', 'sempat', 'zya', 'labiba', 'bdi', 'denpasar', 'jajak', 'kerjasama', 'apple', 'academy', 'dukung', 'kembang', 'program', 'latih', 'bidang', 'kembang', 'aplikasi', 'ios', 'milik', 'pangsa', 'pasar', 'luas', 'tanah', 'air']"
Inbis Tohpati,"['tohpati', 'talent', 'camp', 'umum', 'serta', 'kelas', 'data', 'analytics', 'selamat', 'serta', 'pilih', 'tohpati', 'talent', 'camp', 'kelas', 'data', 'analytics', 'lolos', 'kecil', 'hati']"
Kabar Insan Oke ,"['balai', 'diklat', 'industri', 'denpasar', 'bulan', 'pilih', 'aparatur', 'hak', 'predikat', '', 'employee', 'of', 'the', 'month', '', 'kriteria', 'pilih', 'aspek', 'disiplin', 'patuh', 'tanggung', 'integritas', 'milik', 'aparatur', 'september', 'predikat', '', 'employee', 'of', 'the', 'month', 'bdi', 'denpasar', 'september', '', 'michel', 'febrian', 'moga', 'motivasi', 'tingkat', 'hasil', 'karya', 'maju', 'bdi', 'denpasar', 'industri', 'animasi', 'indonesia']"
Agenda,"['sobat', 'kreatif', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'pt', 'spektrumedia', 'animation', 'studio', 'provinsi', 'sulawesi', 'selatan',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'puluh', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'januari', 'februari', 'tempat', 'kampus', 'fikom', 'universitas', 'muslim', 'indonesia', 'umi', 'kota', 'makassar', 'sulawesi', 'selatan', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'animasi', 'dimensi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Diklat 3 in 1,"['diklat', 'buat', 'gerak', 'animasi', 'dimensi', 'angkat', 'ii', 'on', 'site', 'kampoong', 'monster', 'surakarta', 'sobat', 'kreatif', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'kampoong', 'monster', 'surakarta', 'provinsi', 'jawa',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'puluh', 'delapan', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'januari', 'maret', 'tempat', 'politeknik', 'harap', 'kota', 'tegal', 'jawa', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'animasi', 'dimensi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Kabar Insan Oke ,"['masyarakat', 'suka', 'nikmat', 'konten', 'konten', 'informasi', 'visual', 'video', 'banyak', 'platform', 'platform', 'hibur', 'informasi', 'saji', 'konten', 'konten', 'video', 'tiktok', 'reels', 'youtube', 'igtv', 'gari', 'masyarakat', 'content', 'creator', 'lomba', 'lomba', 'video', 'tarik', 'balai', 'diklat', 'industri', 'denpasar', 'inkubasi', 'bisnis', 'tohpati', 'selenggara', 'tohpati', 'talent', 'camp', 'kelas', 'smartphone', 'videography', 'tanggal', 'agustus', 'giat', 'ikut', 'serta']"
Inbis Tohpati,"['tohpati', 'talent', 'camp', 'kelas', 'data', 'analytics', 'putus', 'strategi', 'langkah', 'langkah', 'ambil', 'ambil', 'putus', 'dasar', 'analisa', 'kuat', 'informasi', 'informasi', 'data', 'data', 'milik', 'data', 'data', 'analis', 'kumpul', 'informasi', 'informasi', 'butuh', 'simpul', 'putus', 'ambil', 'tahu', 'dasar', 'dasar', 'olah', 'data', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'inkubasi', 'bisnis', 'tohpati', 'selenggara', 'tohpati', 'talent', 'camp', 'kelas', 'data', 'analytics', 'tanggal', 'sd', 'september', 'kelas', 'serta', 'kenal', 'python', 'data', 'analytics', 'instalasi', 'python', 'kenal', 'virtual', 'environment', 'cabang', 'ulang', 'bahasa', 'pyton', 'fungsi', 'bahasa', 'python', 'kenal', 'python', 'serta', 'ajar', 'manipulasi', 'data', 'pandas', 'visualisasi', 'data', 'matplotlib', 'kenal', 'tools', 'tools', 'data', 'analytics', 'serta', 'paham', 'statistika', 'deskriptif', 'konsep', 'statistika', 'dasar', 'cari', 'mean', 'median', 'kuartil', 'modus', 'variasi', 'standar', 'deviasi', 'data', 'kelas', 'serta', 'final', 'presentation', 'final', 'project', 'evaluasi', 'mentor', 'alam', 'harap', 'ikut', 'kelas', 'data', 'analytics', 'serta', 'paham', 'implementasi', 'teknik', 'teknik', 'dasar', 'libraries', 'analisis', 'data', 'temu', 'informasi', 'kandung', 'dalam']"
Inbis Tohpati,"['launching', 'tenant', 'inbis', 'tohpati', 'sigemas', 'si', 'generasi', 'emas', 'anak', 'anak', 'terus', 'generasi', 'bangsa', 'anak', 'anak', 'sehat', 'cerdas', 'akhlak', 'mulia', 'pondasi', 'kuat', 'bangun', 'bangsa', 'sigemas', 'si', 'generasi', 'emas', 'salah', 'start', 'up', 'bina', 'inkubasi', 'bisnis', 'tohpati', 'bdi', 'denpasar', 'launching', 'platform', 'sigemas', 'jumat', 'agustus', 'platform', 'orangtua', 'calon', 'orangtua', 'unduh', 'bahan', 'ajar', 'didik', 'anak', 'usia', 'orangtua', 'didik', 'formal', 'orangtua', 'calon', 'orangtua', 'gali', 'ilmu', 'parenting', 'sumber', 'percaya', 'platform', 'hasil', 'karya', 'start', 'up', 'bina', 'inbis', 'tohpati', '', 'bdi', 'denpasar', 'sigemas', 'sigemas', 'langsung', 'follow', 'akun', 'instagram', 'nya', 'sigemasofficial']"
Inbis Tohpati,"['start',  'own', 'business', 'in', 'digital', 'content', 'industry', 'tanggal', 'jumat', 'maret', 'jam', '', 'wita', 'lokasi', 'aula', 'gedung', 'animasi', 'bdi', 'denpasar']"
Agenda,"['balai', 'diklat', 'industri', 'bdi', 'denpasar', 'baraka', 'creative', 'studio', 'sumatera', 'barat',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'puluh', 'sembilan', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'februari', 'maret', 'tempat', 'institut', 'seni', 'indonesia', 'isi', 'padang', 'sumatera', 'barat', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'animasi', 'dimensi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Agenda,"['balai', 'diklat', 'industri', 'bdi', 'denpasar', 'funymation', 'studio', 'provinsi', 'daerah', 'istimewa', 'yogyakarta',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'puluh', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'januari', 'februari', 'tempat', 'kampus', 'stsrd', 'visi', 'kota', 'yogyakarta', 'daerah', 'istimewa', 'yogyakarta', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'animasi', 'dimensi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
Agenda,"['sobat', 'kreatif', 'balai', 'diklat', 'industri', 'bdi', 'denpasar', 'cv', 'inhouse', 'studio', 'bal',  'diklat', 'in', 'diklat', 'rencana', 'selenggara', 'offline', 'tatap', 'muka', 'puluh', 'sembilan', 'latih', 'giat', 'uji', 'kompetensi', 'diklat', 'in', 'tanggal', 'februari', 'maret', 'tempat', 'balai', 'diklat', 'industri', 'denpasar', 'bal', 'diklat', 'in', 'gratis', 'kuota', 'batas', 'sob', 'sobat', 'sobat', 'passion', 'dunia', 'animasi', 'dimensi',  'buru', 'daftar', 'gratis', 'batas', 'serta', 'diklat', 'in', 'sifat', 'gratis', 'kuota', 'serta', 'batas', 'ayo', 'daftar']"
